Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
30,fri_c0_1000_5,2,kNN,Original Features,n_neighbors=10,0.8768500637706845,0.03030615623292937,0.026619432621026395,5,0,0.0029920101165771484
30,fri_c0_1000_5,2,ikNN,Original Features,default,0.7947811322555456,0.026516925858820043,0.07456750620162855,5,0,0.43164548873901365
31,pbcseq,2,kNN,Original Features,n_neighbors=5,0.48357146894841085,0.06512761071180884,0.37849763163340633,27,0,0.004986572265625
31,pbcseq,2,kNN,Original Features,n_neighbors=10,0.49742759824635013,0.06468552984315926,0.28388527778223777,27,0,0.003191518783569336
31,pbcseq,2,ikNN,Original Features,default,0.6609046831879171,0.039932115971105096,0.10821686560051202,27,0,4.065722894668579
32,fri_c4_500_50,2,kNN,Original Features,n_neighbors=5,0.7877484909994641,0.06838254593765544,0.10968671543208308,10,0,0.004787349700927734
32,fri_c4_500_50,2,kNN,Original Features,n_neighbors=10,0.8742607877018035,0.05673396729594069,0.05294690519615697,10,0,0.004388427734375
32,fri_c4_500_50,2,ikNN,Original Features,default,0.610967713792276,0.10416326893950012,0.012488865100810598,10,0,2.1859520435333253
33,fri_c3_1000_50,2,kNN,Original Features,n_neighbors=5,0.625922318271218,0.019058330148370693,0.1329587933889601,50,0,0.0027924060821533205
33,fri_c3_1000_50,2,kNN,Original Features,n_neighbors=10,0.6158671015350542,0.017623850501864203,0.07498901360722965,50,0,0.0023935317993164064
33,fri_c3_1000_50,2,ikNN,Original Features,default,0.8422208526314223,0.020872987387818866,0.051506582397558454,50,0,3.1623400688171386
34,fri_c3_1000_5,2,kNN,Original Features,n_neighbors=5,0.8844589214232436,0.021095785872506663,0.047172471260881976,5,0,0.0031916618347167967
34,fri_c3_1000_5,2,kNN,Original Features,n_neighbors=10,0.8848590337123342,0.025737885232713226,0.026534243562487903,5,0,0.0033913135528564455
34,fri_c3_1000_5,2,ikNN,Original Features,default,0.8386387180791836,0.010419373285532585,0.038521044575785424,5,0,0.41349353790283205
